Applicant_ID,Gender,Married,Education,Employment_Status,Property_Area,ApplicantIncome,CoapplicantIncome,Total_Income,Income_Bracket,LoanAmount_INR,Loan_Amount_Term,EMI,Balance_Income,Credit_Score,Credit_Score_Band,Credit_History,Debt_To_Income_Ratio,Existing_Loans_Count,Years_At_Current_Job,Risk_Category,Loan_Status,Predicted_Loan_Status,Max_Eligible_Amount_INR,Approved_Amount_INR,Final_Decision,Decision_Reason
APP100094,Male,No,Graduate,Self-Employed,Semiurban,5767.0,0.0,5767.0,3K-6K,167000,300,1517.53,4249.47,650,Fair,0,0.095,1,3.6,High Risk,Rejected,Rejected,79300,0,Rejected,"No established credit history; Requested amount (₹1,67,000) exceeds the maximum eligible amount (₹79,300) based on income and repayment capacity"
APP100095,Male,Yes,Not Graduate,Self-Employed,Rural,5749.0,1609.0,7358.0,6K-10K,243000,240,2345.0,5013.0,755,Very Good,1,0.126,1,8.3,Low Risk,Rejected,Approved,343100,243000,Approved,"Meets credit history, credit score, and income-based affordability requirements"
APP100096,Male,No,Graduate,Self-Employed,Semiurban,10253.0,0.0,10253.0,10K-20K,148000,180,1590.42,8662.58,550,Poor,1,0.097,1,1.1,High Risk,Approved,Approved,143100,143100,Partially Approved,"Approved for a reduced amount due to income-based affordability limits (requested ₹1,48,000, max eligible ₹1,43,100)"
APP100097,Male,Yes,Graduate,Salaried,Semiurban,15001.0,2028.0,17029.0,10K-20K,131000,120,1731.17,15297.83,636,Fair,0,0.083,2,5.3,High Risk,Rejected,Approved,128900,128900,Partially Approved,"Approved for a reduced amount due to income-based affordability limits (requested ₹1,31,000, max eligible ₹1,28,900)"
APP100098,Male,No,Not Graduate,Salaried,Urban,12868.0,0.0,12868.0,10K-20K,227000,180,2439.35,10428.65,662,Fair,1,0.137,0,3.1,Medium Risk,Approved,Approved,419100,227000,Approved,"Meets credit history, credit score, and income-based affordability requirements"
APP100099,Female,No,Graduate,Business Owner,Semiurban,3609.0,0.0,3609.0,3K-6K,92000,180,988.64,2620.36,650,Fair,1,0.161,0,0.6,Medium Risk,Approved,Approved,117500,92000,Approved,"Meets credit history, credit score, and income-based affordability requirements"
APP100100,Female,Yes,Graduate,Salaried,Semiurban,7019.0,5502.0,12521.0,10K-20K,164000,120,2167.27,10353.73,768,Very Good,1,0.115,0,2.7,Low Risk,Approved,Approved,473700,164000,Approved,"Meets credit history, credit score, and income-based affordability requirements"
APP100101,Female,Yes,Graduate,Salaried,Semiurban,6270.0,1943.0,8213.0,6K-10K,82000,180,881.18,7331.82,719,Good,1,0.039,0,1.9,Low Risk,Approved,Approved,343900,82000,Approved,"Meets credit history, credit score, and income-based affordability requirements"
APP100102,Male,Yes,Graduate,Salaried,Semiurban,4721.0,2932.0,7653.0,6K-10K,217000,360,1904.33,5748.67,682,Good,1,0.074,1,1.8,Low Risk,Approved,Approved,348800,217000,Approved,"Meets credit history, credit score, and income-based affordability requirements"
APP100103,Male,Yes,Graduate,Salaried,Rural,10430.0,1580.0,12010.0,10K-20K,126000,84,2091.75,9918.25,656,Fair,1,0.111,0,3.5,Medium Risk,Approved,Approved,253200,126000,Approved,"Meets credit history, credit score, and income-based affordability requirements"
APP100104,Female,No,Graduate,Salaried,Rural,6444.0,0.0,6444.0,6K-10K,165000,60,3505.76,2938.24,509,Poor,1,0.384,3,4.2,High Risk,Approved,Rejected,30300,0,Rejected,"Low credit score (509), below the minimum threshold of 580; High number of existing loan obligations (3); Requested amount (₹1,65,000) exceeds the maximum eligible amount (₹30,300) based on income and repayment capacity"
APP100105,Female,Yes,Graduate,Self-Employed,Urban,4928.0,3494.0,8422.0,6K-10K,253000,60,5375.5,3046.5,772,Very Good,1,0.602,3,0.9,High Risk,Rejected,Rejected,138700,0,Rejected,"High debt-to-income ratio (60%); High number of existing loan obligations (3); Requested amount (₹2,53,000) exceeds the maximum eligible amount (₹1,38,700) based on income and repayment capacity"
APP100106,Male,Yes,Graduate,Business Owner,Urban,8370.0,1579.0,9949.0,6K-10K,87000,240,839.57,9109.43,702,Good,1,0.044,1,5.8,Low Risk,Rejected,Approved,412400,87000,Approved,"Meets credit history, credit score, and income-based affordability requirements"
APP100107,Male,Yes,Graduate,Unemployed,Rural,4547.0,3748.0,8295.0,6K-10K,180000,360,1579.63,6715.37,687,Good,1,0.056,1,0.2,Low Risk,Approved,Approved,378100,180000,Approved,"Meets credit history, credit score, and income-based affordability requirements"
APP100108,Male,Yes,Graduate,Salaried,Semiurban,11389.0,2849.0,14238.0,10K-20K,139000,300,1263.09,12974.91,584,Fair,1,0.047,0,8.9,Medium Risk,Approved,Approved,548400,139000,Approved,"Meets credit history, credit score, and income-based affordability requirements"
APP100109,Female,No,Not Graduate,Salaried,Rural,11755.0,0.0,11755.0,10K-20K,204000,120,2695.88,9059.12,650,Fair,1,0.14,0,2.8,Medium Risk,Approved,Approved,311300,204000,Approved,"Meets credit history, credit score, and income-based affordability requirements"
APP100110,Male,Yes,Graduate,Self-Employed,Semiurban,9611.0,4467.0,14078.0,10K-20K,125000,180,1343.26,12734.74,695,Good,1,0.036,3,1.1,Low Risk,Approved,Approved,393000,125000,Approved,"Meets credit history, credit score, and income-based affordability requirements"
APP100111,Male,Yes,Graduate,Salaried,Rural,8745.0,1583.0,10328.0,10K-20K,65000,36,2097.37,8230.63,749,Very Good,1,0.209,0,0.9,Low Risk,Approved,Approved,160000,65000,Approved,"Meets credit history, credit score, and income-based affordability requirements"
APP100112,Male,No,Not Graduate,Salaried,Urban,6993.0,0.0,6993.0,6K-10K,258000,180,2772.48,4220.52,805,Excellent,1,0.23,2,0.5,Low Risk,Rejected,Rejected,292800,0,Rejected,"Overall risk profile is below the approval threshold based on combined credit, income, and repayment factors"
APP100113,Male,No,Not Graduate,Self-Employed,Semiurban,8154.0,0.0,8154.0,6K-10K,65000,240,627.26,7526.74,584,Fair,1,0.027,1,2.2,Medium Risk,Rejected,Approved,253500,65000,Approved,"Meets credit history, credit score, and income-based affordability requirements"
APP100114,Male,Yes,Graduate,Salaried,Semiurban,6927.0,1496.0,8423.0,6K-10K,59000,300,536.13,7886.87,636,Fair,1,0.02,0,0.5,Medium Risk,Approved,Approved,324400,59000,Approved,"Meets credit history, credit score, and income-based affordability requirements"
APP100115,Female,No,Graduate,Salaried,Urban,4157.0,0.0,4157.0,3K-6K,139000,240,1341.38,2815.62,462,Poor,1,0.174,0,0.1,High Risk,Rejected,Rejected,86200,0,Rejected,"Low credit score (462), below the minimum threshold of 580; Requested amount (₹1,39,000) exceeds the maximum eligible amount (₹86,200) based on income and repayment capacity"
APP100116,Female,Yes,Graduate,Salaried,Urban,9423.0,1370.0,10793.0,10K-20K,99000,300,899.61,9893.39,428,Poor,1,0.034,0,1.3,High Risk,Rejected,Approved,237500,99000,Approved,"Meets credit history, credit score, and income-based affordability requirements"
APP100117,Female,No,Not Graduate,Salaried,Urban,12448.0,0.0,12448.0,10K-20K,172000,120,2272.99,10175.01,697,Good,0,0.147,0,0.9,High Risk,Approved,Rejected,211900,0,Rejected,No established credit history
APP100118,Male,Yes,Graduate,Salaried,Urban,5774.0,2199.0,7973.0,6K-10K,210000,36,6776.11,1196.89,573,Poor,1,0.649,0,5.3,High Risk,Rejected,Rejected,49400,0,Rejected,"Low credit score (573), below the minimum threshold of 580; High debt-to-income ratio (65%); Requested amount (₹2,10,000) exceeds the maximum eligible amount (₹49,400) based on income and repayment capacity"
APP100119,Female,Yes,Graduate,Salaried,Rural,10074.0,4319.0,14393.0,10K-20K,124000,180,1332.51,13060.49,472,Poor,0,0.061,1,1.2,High Risk,Rejected,Rejected,133900,0,Rejected,"No established credit history; Low credit score (472), below the minimum threshold of 580"
APP100120,Female,Yes,Graduate,Salaried,Rural,7283.0,4603.0,11886.0,10K-20K,389000,360,3413.75,8472.25,545,Poor,1,0.078,1,2.0,High Risk,Approved,Rejected,203200,0,Rejected,"Low credit score (545), below the minimum threshold of 580; Requested amount (₹3,89,000) exceeds the maximum eligible amount (₹2,03,200) based on income and repayment capacity"
APP100121,Female,Yes,Graduate,Business Owner,Rural,5944.0,856.0,6800.0,6K-10K,89000,360,781.04,6018.96,681,Good,1,0.037,1,2.2,Low Risk,Approved,Approved,309900,89000,Approved,"Meets credit history, credit score, and income-based affordability requirements"
APP100122,Male,Yes,Graduate,Business Owner,Rural,3346.0,1448.0,4794.0,3K-6K,54000,360,473.89,4320.11,685,Good,1,0.023,0,4.2,Low Risk,Approved,Approved,245800,54000,Approved,"Meets credit history, credit score, and income-based affordability requirements"
APP100123,Male,Yes,Not Graduate,Business Owner,Rural,9548.0,3079.0,12627.0,10K-20K,137000,240,1322.08,11304.92,503,Poor,1,0.042,1,4.1,High Risk,Approved,Approved,196300,137000,Approved,"Meets credit history, credit score, and income-based affordability requirements"
APP100124,Male,Yes,Graduate,Business Owner,Rural,8777.0,1307.0,10084.0,10K-20K,144000,360,1263.7,8820.3,761,Very Good,1,0.041,0,1.3,Low Risk,Rejected,Approved,574500,144000,Approved,"Meets credit history, credit score, and income-based affordability requirements"
APP100125,Male,Yes,Graduate,Salaried,Urban,4891.0,1425.0,6316.0,6K-10K,187000,180,2009.51,4306.49,587,Fair,1,0.155,1,2.9,Medium Risk,Rejected,Approved,176300,176300,Partially Approved,"Approved for a reduced amount due to income-based affordability limits (requested ₹1,87,000, max eligible ₹1,76,300)"
APP100126,Male,Yes,Not Graduate,Salaried,Urban,6579.0,1901.0,8480.0,6K-10K,114000,120,1506.52,6973.48,675,Good,1,0.123,1,4.6,Low Risk,Approved,Approved,256700,114000,Approved,"Meets credit history, credit score, and income-based affordability requirements"
APP100127,Male,Yes,Graduate,Salaried,Rural,7261.0,2986.0,10247.0,10K-20K,64000,240,617.61,9629.39,653,Fair,0,0.023,1,1.7,High Risk,Approved,Rejected,132700,0,Rejected,No established credit history
APP100128,Male,No,Graduate,Salaried,Semiurban,8318.0,0.0,8318.0,6K-10K,147000,180,1579.67,6738.33,649,Fair,0,0.099,1,6.6,High Risk,Rejected,Rejected,96800,0,Rejected,"No established credit history; Requested amount (₹1,47,000) exceeds the maximum eligible amount (₹96,800) based on income and repayment capacity"
APP100129,Female,No,Graduate,Self-Employed,Semiurban,10910.0,0.0,10910.0,10K-20K,172000,240,1659.84,9250.16,566,Poor,0,0.063,0,0.6,High Risk,Rejected,Rejected,113100,0,Rejected,"No established credit history; Low credit score (566), below the minimum threshold of 580; Requested amount (₹1,72,000) exceeds the maximum eligible amount (₹1,13,100) based on income and repayment capacity"
APP100130,Male,Yes,Not Graduate,Salaried,Semiurban,6830.0,2185.0,9015.0,6K-10K,153000,120,2021.91,6993.09,648,Fair,1,0.135,0,8.4,Medium Risk,Approved,Approved,238800,153000,Approved,"Meets credit history, credit score, and income-based affordability requirements"
APP100131,Female,Yes,Graduate,Unemployed,Urban,3937.0,2409.0,6346.0,6K-10K,175000,360,1535.75,4810.25,650,Fair,1,0.086,1,6.8,Medium Risk,Approved,Approved,216900,175000,Approved,"Meets credit history, credit score, and income-based affordability requirements"
APP100132,Female,Yes,Not Graduate,Salaried,Urban,7397.0,1952.0,9349.0,6K-10K,162000,360,1421.67,7927.33,632,Fair,1,0.043,0,0.3,Medium Risk,Rejected,Approved,372900,162000,Approved,"Meets credit history, credit score, and income-based affordability requirements"
APP100133,Male,Yes,Graduate,Salaried,Semiurban,6222.0,2596.0,8818.0,6K-10K,153000,300,1390.31,7427.69,659,Fair,1,0.057,1,4.9,Medium Risk,Approved,Approved,291100,153000,Approved,"Meets credit history, credit score, and income-based affordability requirements"
APP100134,Female,No,Graduate,Business Owner,Semiurban,5403.0,0.0,5403.0,3K-6K,106000,36,3420.32,1982.68,749,Very Good,0,0.509,0,0.8,High Risk,Approved,Rejected,41900,0,Rejected,"No established credit history; High debt-to-income ratio (51%); Requested amount (₹1,06,000) exceeds the maximum eligible amount (₹41,900) based on income and repayment capacity"
APP100135,Male,Yes,Graduate,Salaried,Urban,10222.0,2685.0,12907.0,10K-20K,103000,84,1709.92,11197.08,608,Fair,1,0.118,0,0.7,Medium Risk,Approved,Approved,272100,103000,Approved,"Meets credit history, credit score, and income-based affordability requirements"
APP100136,Female,Yes,Graduate,Self-Employed,Semiurban,5195.0,1283.0,6478.0,6K-10K,313000,360,2746.8,3731.2,709,Good,1,0.134,1,2.2,Low Risk,Rejected,Rejected,295300,0,Rejected,"Requested amount (₹3,13,000) exceeds the maximum eligible amount (₹2,95,300) based on income and repayment capacity"
APP100137,Male,Yes,Graduate,Self-Employed,Semiurban,4397.0,4098.0,8495.0,6K-10K,85000,300,772.4,7722.6,631,Fair,1,0.033,0,5.1,Medium Risk,Approved,Approved,327200,85000,Approved,"Meets credit history, credit score, and income-based affordability requirements"
APP100138,Male,Yes,Graduate,Business Owner,Semiurban,6045.0,2037.0,8082.0,6K-10K,317000,84,5262.58,2819.42,778,Very Good,1,0.45,0,6.2,Medium Risk,Rejected,Approved,243400,243400,Partially Approved,"Approved for a reduced amount due to income-based affordability limits (requested ₹3,17,000, max eligible ₹2,43,400)"
APP100139,Male,No,Graduate,Business Owner,Semiurban,7200.0,0.0,7200.0,6K-10K,97000,180,1042.37,6157.63,523,Poor,1,0.08,0,1.0,High Risk,Rejected,Approved,134000,97000,Approved,"Meets credit history, credit score, and income-based affordability requirements"
APP100140,Male,Yes,Graduate,Salaried,Semiurban,7575.0,4053.0,11628.0,10K-20K,275000,12,24176.87,-12548.87,767,Very Good,1,1.5,0,1.5,High Risk,Rejected,Rejected,66100,0,Rejected,"High debt-to-income ratio (150%); Estimated loan installment exceeds the applicant's disposable income; Requested amount (₹2,75,000) exceeds the maximum eligible amount (₹66,100) based on income and repayment capacity"
APP100141,Male,Yes,Not Graduate,Salaried,Rural,11461.0,2454.0,13915.0,10K-20K,215000,300,1953.71,11961.29,602,Fair,1,0.048,2,2.2,Medium Risk,Approved,Approved,382800,215000,Approved,"Meets credit history, credit score, and income-based affordability requirements"
APP100142,Female,Yes,Graduate,Business Owner,Semiurban,5629.0,3161.0,8790.0,6K-10K,191000,180,2052.5,6737.5,840,Excellent,1,0.113,1,0.8,Low Risk,Approved,Approved,409000,191000,Approved,"Meets credit history, credit score, and income-based affordability requirements"
APP100143,Male,No,Graduate,Salaried,Rural,9585.0,0.0,9585.0,6K-10K,32000,180,343.87,9241.13,689,Good,1,0.02,1,14.3,Low Risk,Approved,Approved,356800,32000,Approved,"Meets credit history, credit score, and income-based affordability requirements"
APP100144,Male,Yes,Graduate,Self-Employed,Rural,6051.0,871.0,6922.0,6K-10K,105000,60,2230.94,4691.06,727,Good,1,0.294,0,5.3,Low Risk,Rejected,Approved,146600,105000,Approved,"Meets credit history, credit score, and income-based affordability requirements"
APP100145,Male,No,Graduate,Salaried,Rural,3506.0,0.0,3506.0,3K-6K,159000,36,5130.48,-1624.48,636,Fair,1,1.201,0,9.6,High Risk,Approved,Rejected,38000,0,Rejected,"High debt-to-income ratio (120%); Estimated loan installment exceeds the applicant's disposable income; Requested amount (₹1,59,000) exceeds the maximum eligible amount (₹38,000) based on income and repayment capacity"
APP100146,Male,No,Not Graduate,Salaried,Semiurban,11008.0,0.0,11008.0,10K-20K,224000,360,1965.76,9042.24,711,Good,1,0.045,0,11.8,Low Risk,Approved,Approved,564500,224000,Approved,"Meets credit history, credit score, and income-based affordability requirements"
APP100147,Male,Yes,Not Graduate,Salaried,Semiurban,4145.0,1941.0,6086.0,6K-10K,136000,240,1312.43,4773.57,711,Good,1,0.072,0,3.2,Low Risk,Rejected,Approved,283800,136000,Approved,"Meets credit history, credit score, and income-based affordability requirements"
APP100148,Male,No,Graduate,Unemployed,Semiurban,7983.0,0.0,7983.0,6K-10K,70000,84,1162.08,6820.92,637,Fair,1,0.15,0,3.6,Medium Risk,Approved,Approved,168300,70000,Approved,"Meets credit history, credit score, and income-based affordability requirements"
APP100149,Male,Yes,Not Graduate,Salaried,Semiurban,4314.0,2424.0,6738.0,6K-10K,142000,12,12484.06,-5746.06,719,Good,1,1.5,2,2.5,High Risk,Rejected,Rejected,26800,0,Rejected,"High debt-to-income ratio (150%); Estimated loan installment exceeds the applicant's disposable income; Requested amount (₹1,42,000) exceeds the maximum eligible amount (₹26,800) based on income and repayment capacity"
APP100150,Female,No,Graduate,Salaried,Urban,8599.0,0.0,8599.0,6K-10K,175000,240,1688.79,6910.21,348,Poor,1,0.109,0,1.4,High Risk,Approved,Rejected,178200,0,Rejected,"Low credit score (348), below the minimum threshold of 580"
APP100151,Female,Yes,Not Graduate,Salaried,Urban,4665.0,5009.0,9674.0,6K-10K,126000,360,1105.74,8568.26,592,Fair,1,0.035,0,7.7,Medium Risk,Approved,Approved,385800,126000,Approved,"Meets credit history, credit score, and income-based affordability requirements"
APP100152,Male,Yes,Not Graduate,Salaried,Urban,3872.0,2194.0,6066.0,6K-10K,302000,180,3245.31,2820.69,652,Fair,0,0.237,1,2.7,High Risk,Rejected,Rejected,70600,0,Rejected,"No established credit history; Requested amount (₹3,02,000) exceeds the maximum eligible amount (₹70,600) based on income and repayment capacity"
APP100153,Male,Yes,Graduate,Salaried,Semiurban,6629.0,3481.0,10110.0,10K-20K,147000,240,1418.58,8691.42,695,Good,0,0.06,0,1.1,High Risk,Approved,Rejected,235700,0,Rejected,No established credit history
APP100154,Male,Yes,Graduate,Self-Employed,Urban,3148.0,2026.0,5174.0,3K-6K,232000,360,2035.97,3138.03,737,Good,1,0.136,0,2.2,Low Risk,Approved,Approved,265300,232000,Approved,"Meets credit history, credit score, and income-based affordability requirements"
APP100155,Female,Yes,Not Graduate,Salaried,Semiurban,6859.0,5068.0,11927.0,10K-20K,105000,180,1128.34,10798.66,627,Fair,1,0.047,0,5.1,Medium Risk,Approved,Approved,388500,105000,Approved,"Meets credit history, credit score, and income-based affordability requirements"
